DATE,CODE,NAME,12M LOW,12M HIGH,DAY LOW,DAY HIGH,DAY PRICE,PREVIOUS,CHANGE,CHANGE%,VOLUME,ADJUST,ADJUSTED,ADJUSTED PRICE
2008-01-04,^NASI,NSE All-Share Index,74.37,122.14,94.71,94.71,94.71,94.64,0.07,0.07%,"5,040,000",,-,
2008-01-07,^NASI,NSE All-Share Index,74.68,122.14,111.71,111.71,111.71,112.11,-0.4,0.36%,"45,880,000",,-,
2008-01-08,^NASI,NSE All-Share Index,73.71,121.58,101.14,101.14,101.14,101.74,-0.6,0.59%,"27,100,000",,-,
2008-01-09,^NASI,NSE All-Share Index,73.71,121.58,97.17,97.17,97.17,97.55,-0.38,0.39%,"12,250,000",,-,
2008-01-12,^NASI,NSE All-Share Index,73.71,121.58,70.32,70.32,70.32,71.28,-0.96,1.37%,"4,300,000",,-,
2008-02-04,^NASI,NSE All-Share Index,73.71,121.58,94.62,94.62,94.62,94.71,-0.09,0.10%,"5,930,000",,-,
2008-02-05,^NASI,NSE All-Share Index,74.37,122.14,107.79,107.79,107.79,107.78,0.01,0.01%,"9,010,000",,-,
2008-02-07,^NASI,NSE All-Share Index,74.68,122.14,110.91,110.91,110.91,111.71,-0.8,0.72%,"66,380,000",,-,
2008-02-09,^NASI,NSE All-Share Index,74.68,122.14,97.21,97.21,97.21,97.17,0.04,0.04%,"9,440,000",,-,
2008-02-10,^NASI,NSE All-Share Index,74.68,122.14,87.74,87.74,87.74,87.75,-0.01,0.01%,"6,960,000",,-,
2008-02-12,^NASI,NSE All-Share Index,74.68,122.14,67.71,67.71,67.71,70.32,-2.61,3.85%,"8,010,000",,-,
2008-02-25,^NASI,NSE All-Share Index,74.68,122.14,96.18,96.18,96.18,93.4,2.78,2.89%,"12,140,000",,-,
2008-02-26,^NASI,NSE All-Share Index,74.68,122.14,95.42,95.42,95.42,96.18,-0.76,0.80%,"6,940,000",,-,
2008-02-27,^NASI,NSE All-Share Index,74.68,122.14,94.75,94.75,94.75,95.42,-0.67,0.71%,"8,470,000",,-,
2008-02-28,^NASI,NSE All-Share Index,73.71,121.58,94.24,94.24,94.24,94.75,-0.51,0.54%,"8,160,000",,-,
2008-02-29,^NASI,NSE All-Share Index,73.71,121.58,98.6,98.6,98.6,94.24,4.36,4.42%,"20,320,000",,-,
2008-03-03,^NASI,NSE All-Share Index,74.68,122.14,99.86,99.86,99.86,98.6,1.26,1.26%,"11,870,000",,-,
2008-03-04,^NASI,NSE All-Share Index,74.68,122.14,95.77,95.77,95.77,94.62,1.15,1.20%,"6,870,000",,-,
2008-03-06,^NASI,NSE All-Share Index,74.68,122.14,110.14,110.14,110.14,108.82,1.32,1.20%,"8,950,000",,-,
2008-03-07,^NASI,NSE All-Share Index,74.68,122.14,110.49,110.49,110.49,110.91,-0.42,0.38%,"55,870,000",,-,
2008-03-09,^NASI,NSE All-Share Index,73.71,121.58,96.52,96.52,96.52,97.21,-0.69,0.71%,"17,380,000",,-,
2008-03-10,^NASI,NSE All-Share Index,74.68,122.14,87.72,87.72,87.72,87.74,-0.02,0.02%,"31,810,000",,-,
2008-03-11,^NASI,NSE All-Share Index,74.68,122.14,72.24,72.24,72.24,68.84,3.4,4.71%,"13,710,000",,-,
2008-03-12,^NASI,NSE All-Share Index,74.68,122.14,67.56,67.56,67.56,67.71,-0.15,0.22%,"5,000,000",,-,
2008-03-13,^NASI,NSE All-Share Index,74.68,122.14,99.19,99.19,99.19,99.22,-0.03,0.03%,"7,820,000",,-,
2008-03-14,^NASI,NSE All-Share Index,74.68,122.14,97.07,97.07,97.07,99.19,-2.12,2.18%,"11,930,000",,-,
2008-03-17,^NASI,NSE All-Share Index,74.68,122.14,95.15,95.15,95.15,97.07,-1.92,2.02%,"8,200,000",,-,
2008-03-18,^NASI,NSE All-Share Index,74.68,122.14,93.98,93.98,93.98,95.15,-1.17,1.24%,"9,210,000",,-,
2008-03-19,^NASI,NSE All-Share Index,74.68,122.14,94.59,94.59,94.59,93.98,0.61,0.64%,"5,330,000",,-,
2008-03-20,^NASI,NSE All-Share Index,74.68,122.14,95.51,95.51,95.51,94.59,0.92,0.96%,"8,090,000",,-,
2008-03-25,^NASI,NSE All-Share Index,74.68,122.14,95.64,95.64,95.64,95.51,0.13,0.14%,"8,740,000",,-,
2008-03-26,^NASI,NSE All-Share Index,74.68,122.14,94.99,94.99,94.99,95.64,-0.65,0.68%,"6,000,000",,-,
2008-03-27,^NASI,NSE All-Share Index,74.68,122.14,94.98,94.98,94.98,94.99,-0.01,0.01%,"6,830,000",,-,
2008-03-28,^NASI,NSE All-Share Index,74.68,122.14,94.77,94.77,94.77,94.98,-0.21,0.22%,"4,200,000",,-,
2008-03-31,^NASI,NSE All-Share Index,74.68,122.14,94.64,94.64,94.64,94.77,-0.13,0.14%,"6,810,000",,-,
2008-04-03,^NASI,NSE All-Share Index,74.68,122.14,102.08,102.08,102.08,99.86,2.22,2.17%,"14,260,000",,-,
2008-04-04,^NASI,NSE All-Share Index,74.68,122.14,96.6,96.6,96.6,95.77,0.83,0.86%,"5,550,000",,-,
2008-04-06,^NASI,NSE All-Share Index,74.68,122.14,111.94,111.94,111.94,110.14,1.8,1.61%,"16,050,000",,-,
2008-04-07,^NASI,NSE All-Share Index,74.68,122.14,109.47,109.47,109.47,110.49,-1.02,0.93%,"30,980,000",,-,
2008-04-08,^NASI,NSE All-Share Index,74.68,122.14,101.4,101.4,101.4,101.14,0.26,0.26%,"54,390,000",,-,
2008-04-09,^NASI,NSE All-Share Index,74.68,122.14,95.43,95.43,95.43,96.52,-1.09,1.14%,"12,100,000",,-,
2008-04-11,^NASI,NSE All-Share Index,74.68,122.14,77.19,77.19,77.19,72.24,4.95,6.41%,"18,860,000",,-,
2008-04-12,^NASI,NSE All-Share Index,74.68,122.14,66.81,66.81,66.81,67.56,-0.75,1.12%,"10,010,000",,-,
2008-04-14,^NASI,NSE All-Share Index,74.68,122.14,99.35,99.35,99.35,98.56,0.79,0.80%,"6,100,000",,-,
2008-04-15,^NASI,NSE All-Share Index,74.68,122.14,99.84,99.84,99.84,99.35,0.49,0.49%,"6,040,000",,-,
2008-04-16,^NASI,NSE All-Share Index,74.68,122.14,99.75,99.75,99.75,99.84,-0.09,0.09%,"6,030,000",,-,
2008-04-17,^NASI,NSE All-Share Index,73.71,121.58,100.36,100.36,100.36,99.75,0.61,0.61%,"4,890,000",,-,
2008-04-18,^NASI,NSE All-Share Index,74.68,122.14,101.97,101.97,101.97,100.36,1.61,1.58%,"6,700,000",,-,
2008-04-21,^NASI,NSE All-Share Index,74.68,122.14,102.76,102.76,102.76,101.97,0.79,0.77%,"5,100,000",,-,
2008-04-22,^NASI,NSE All-Share Index,74.68,122.14,102.77,102.77,102.77,102.76,0.01,0.01%,"5,100,000",,-,
2008-04-23,^NASI,NSE All-Share Index,74.68,122.14,102.73,102.73,102.73,102.77,-0.04,0.04%,"3,980,000",,-,
2008-04-24,^NASI,NSE All-Share Index,74.68,122.14,103.78,103.78,103.78,102.73,1.05,1.01%,"10,360,000",,-,
2008-04-25,^NASI,NSE All-Share Index,74.68,122.14,104.37,104.37,104.37,103.78,0.59,0.57%,"8,970,000",,-,
2008-04-28,^NASI,NSE All-Share Index,74.68,122.14,105.26,105.26,105.26,104.37,0.89,0.85%,"7,370,000",,-,
2008-04-29,^NASI,NSE All-Share Index,74.68,122.14,106.66,106.66,106.66,105.26,1.4,1.31%,"7,340,000",,-,
2008-04-30,^NASI,NSE All-Share Index,73.71,121.58,107.78,107.78,107.78,106.66,1.12,1.04%,"11,320,000",,-,
2008-05-03,^NASI,NSE All-Share Index,74.68,122.14,103.09,103.09,103.09,102.08,1.01,0.98%,"21,870,000",,-,
2008-05-05,^NASI,NSE All-Share Index,74.68,122.14,107.93,107.93,107.93,107.79,0.14,0.13%,"9,110,000",,-,
2008-05-06,^NASI,NSE All-Share Index,74.68,122.14,114.2,114.2,114.2,111.94,2.26,1.98%,"21,480,000",,-,
2008-05-08,^NASI,NSE All-Share Index,74.68,122.14,100.32,100.32,100.32,101.4,-1.08,1.08%,"24,840,000",,-,
2008-05-09,^NASI,NSE All-Share Index,74.68,122.14,95.12,95.12,95.12,95.43,-0.31,0.33%,"19,050,000",,-,
2008-05-11,^NASI,NSE All-Share Index,74.68,122.14,83.19,83.19,83.19,77.19,6,7.21%,"33,710,000",,-,
2008-05-12,^NASI,NSE All-Share Index,74.68,122.14,67.21,67.21,67.21,66.81,0.4,0.60%,"7,200,000",,-,
2008-05-13,^NASI,NSE All-Share Index,74.68,122.14,106.76,106.76,106.76,107.85,-1.09,1.02%,"8,600,000",,-,
2008-05-14,^NASI,NSE All-Share Index,74.68,122.14,106.43,106.43,106.43,106.76,-0.33,0.31%,"5,850,000",,-,
2008-05-15,^NASI,NSE All-Share Index,74.68,122.14,106.27,106.27,106.27,106.43,-0.16,0.15%,"8,020,000",,-,
2008-05-16,^NASI,NSE All-Share Index,74.68,122.14,106.4,106.4,106.4,106.27,0.13,0.12%,"6,470,000",,-,
2008-05-19,^NASI,NSE All-Share Index,74.68,122.14,106.29,106.29,106.29,106.4,-0.11,0.10%,"5,030,000",,-,
2008-05-20,^NASI,NSE All-Share Index,74.68,122.14,106.35,106.35,106.35,106.29,0.06,0.06%,"6,540,000",,-,
2008-05-21,^NASI,NSE All-Share Index,74.68,122.14,106.53,106.53,106.53,106.35,0.18,0.17%,"8,040,000",,-,
2008-05-22,^NASI,NSE All-Share Index,74.68,122.14,107.08,107.08,107.08,106.53,0.55,0.51%,"7,020,000",,-,
2008-05-23,^NASI,NSE All-Share Index,74.68,122.14,106.97,106.97,106.97,107.08,-0.11,0.10%,"5,480,000",,-,
2008-05-26,^NASI,NSE All-Share Index,74.68,122.14,106.65,106.65,106.65,106.97,-0.32,0.30%,"6,820,000",,-,
2008-05-27,^NASI,NSE All-Share Index,74.68,122.14,106.54,106.54,106.54,106.65,-0.11,0.10%,"5,980,000",,-,
2008-05-28,^NASI,NSE All-Share Index,74.68,122.14,107.39,107.39,107.39,106.54,0.85,0.79%,"7,170,000",,-,
2008-05-30,^NASI,NSE All-Share Index,73.71,121.58,108.82,108.82,108.82,107.39,1.43,1.31%,"10,300,000",,-,
2008-06-03,^NASI,NSE All-Share Index,74.68,122.14,103.69,103.69,103.69,103.09,0.6,0.58%,"13,760,000",,-,
2008-06-05,^NASI,NSE All-Share Index,74.68,122.14,108.56,108.56,108.56,107.93,0.63,0.58%,"12,390,000",,-,
2008-06-06,^NASI,NSE All-Share Index,74.68,122.14,115.2,115.2,115.2,114.2,1,0.87%,"26,860,000",,-,
2008-06-08,^NASI,NSE All-Share Index,74.68,122.14,99.35,99.35,99.35,100.32,-0.97,0.98%,"12,850,000",,-,
2008-06-10,^NASI,NSE All-Share Index,74.68,122.14,87.25,87.25,87.25,87.72,-0.47,0.54%,"12,620,000",,-,
2008-06-13,^NASI,NSE All-Share Index,74.68,122.14,113.64,113.64,113.64,110.84,2.8,2.46%,"260,090,000",,-,
2008-06-16,^NASI,NSE All-Share Index,74.68,122.14,115.39,115.39,115.39,113.64,1.75,1.52%,"110,050,000",,-,
2008-06-17,^NASI,NSE All-Share Index,74.68,122.14,115.11,115.11,115.11,115.39,-0.28,0.24%,"128,000,000",,-,
2008-06-18,^NASI,NSE All-Share Index,74.68,122.14,114.53,114.53,114.53,115.11,-0.58,0.51%,"121,110,000",,-,
2008-06-19,^NASI,NSE All-Share Index,74.68,122.14,114.76,114.76,114.76,114.53,0.23,0.20%,"66,070,000",,-,
2008-06-20,^NASI,NSE All-Share Index,74.1,122.14,114.32,114.32,114.32,114.76,-0.44,0.38%,"67,660,000",,-,
2008-06-23,^NASI,NSE All-Share Index,74.68,122.14,113.96,113.96,113.96,114.32,-0.36,0.32%,"107,990,000",,-,
2008-06-24,^NASI,NSE All-Share Index,73.71,121.58,113.73,113.73,113.73,113.96,-0.23,0.20%,"61,770,000",,-,
2008-06-25,^NASI,NSE All-Share Index,74.68,122.14,113.18,113.18,113.18,113.73,-0.55,0.49%,"73,930,000",,-,
2008-06-26,^NASI,NSE All-Share Index,74.68,122.14,112.07,112.07,112.07,113.18,-1.11,0.99%,"62,930,000",,-,
2008-06-27,^NASI,NSE All-Share Index,74.68,122.14,111.21,111.21,111.21,112.07,-0.86,0.77%,"87,230,000",,-,
2008-06-30,^NASI,NSE All-Share Index,74.68,122.14,112.11,112.11,112.11,111.21,0.9,0.80%,"41,570,000",,-,
2008-07-03,^NASI,NSE All-Share Index,74.68,122.14,102.19,102.19,102.19,103.69,-1.5,1.47%,"9,630,000",,-,
2008-07-04,^NASI,NSE All-Share Index,74.68,122.14,97.65,97.65,97.65,96.6,1.05,1.08%,"5,710,000",,-,
2008-07-05,^NASI,NSE All-Share Index,74.68,122.14,109.72,109.72,109.72,108.56,1.16,1.06%,"7,660,000",,-,
2008-07-07,^NASI,NSE All-Share Index,74.68,122.14,109.25,109.25,109.25,109.47,-0.22,0.20%,"33,600,000",,-,
2008-07-08,^NASI,NSE All-Share Index,74.68,122.14,99.32,99.32,99.32,99.35,-0.03,0.03%,"23,250,000",,-,
2008-07-10,^NASI,NSE All-Share Index,74.68,122.14,85.23,85.23,85.23,87.25,-2.02,2.37%,"29,950,000",,-,
2008-07-11,^NASI,NSE All-Share Index,74.68,122.14,80.23,80.23,80.23,83.19,-2.96,3.69%,"31,050,000",,-,
2008-07-14,^NASI,NSE All-Share Index,74.68,122.14,109.12,109.12,109.12,109.46,-0.34,0.31%,"22,550,000",,-,
2008-07-15,^NASI,NSE All-Share Index,74.68,122.14,108.22,108.22,108.22,109.12,-0.9,0.83%,"37,240,000",,-,
2008-07-16,^NASI,NSE All-Share Index,74.68,122.14,108.13,108.13,108.13,108.22,-0.09,0.08%,"34,670,000",,-,
2008-07-17,^NASI,NSE All-Share Index,73.71,121.58,107.73,107.73,107.73,108.13,-0.4,0.37%,"23,710,000",,-,
2008-07-18,^NASI,NSE All-Share Index,74.68,122.14,105.95,105.95,105.95,107.73,-1.78,1.68%,"113,380,000",,-,
2008-07-21,^NASI,NSE All-Share Index,74.68,122.14,105.86,105.86,105.86,105.95,-0.09,0.09%,"25,760,000",,-,
2008-07-22,^NASI,NSE All-Share Index,74.68,122.14,106.15,106.15,106.15,105.86,0.29,0.27%,"32,070,000",,-,
2008-07-23,^NASI,NSE All-Share Index,73.71,121.58,105.98,105.98,105.98,106.15,-0.17,0.16%,"27,000,000",,-,
2008-07-24,^NASI,NSE All-Share Index,74.68,122.14,105.71,105.71,105.71,105.98,-0.27,0.26%,"22,290,000",,-,
2008-07-25,^NASI,NSE All-Share Index,74.68,122.14,105.59,105.59,105.59,105.71,-0.12,0.11%,"121,210,000",,-,
2008-07-28,^NASI,NSE All-Share Index,73.71,121.58,105.79,105.79,105.79,105.59,0.2,0.19%,"20,010,000",,-,
2008-07-29,^NASI,NSE All-Share Index,74.68,122.14,104.72,104.72,104.72,105.79,-1.07,1.02%,"37,630,000",,-,
2008-07-30,^NASI,NSE All-Share Index,74.68,122.14,103.27,103.27,103.27,104.72,-1.45,1.40%,"53,250,000",,-,
2008-07-31,^NASI,NSE All-Share Index,74.68,122.14,101.74,101.74,101.74,103.27,-1.53,1.50%,"22,150,000",,-,
2008-08-04,^NASI,NSE All-Share Index,73.71,121.58,98.51,98.51,98.51,97.65,0.86,0.87%,"7,340,000",,-,
2008-08-05,^NASI,NSE All-Share Index,74.68,122.14,109.31,109.31,109.31,109.72,-0.41,0.38%,"10,050,000",,-,
2008-08-07,^NASI,NSE All-Share Index,74.68,122.14,108.35,108.35,108.35,109.25,-0.9,0.83%,"71,740,000",,-,
2008-08-08,^NASI,NSE All-Share Index,73.71,121.58,98.51,98.51,98.51,99.32,-0.81,0.82%,"9,550,000",,-,
2008-08-09,^NASI,NSE All-Share Index,74.68,122.14,94.81,94.81,94.81,95.12,-0.31,0.33%,"15,260,000",,-,
2008-08-10,^NASI,NSE All-Share Index,73.71,121.58,82.18,82.18,82.18,85.23,-3.05,3.71%,"22,050,000",,-,
2008-08-12,^NASI,NSE All-Share Index,74.68,122.14,67.41,67.41,67.41,67.21,0.2,0.30%,"5,080,000",,-,
2008-08-13,^NASI,NSE All-Share Index,74.68,122.14,95.78,95.78,95.78,96.19,-0.41,0.43%,"28,010,000",,-,
2008-08-14,^NASI,NSE All-Share Index,74.68,122.14,97.4,97.4,97.4,95.78,1.62,1.66%,"13,210,000",,-,
2008-08-15,^NASI,NSE All-Share Index,74.68,122.14,99.63,99.63,99.63,97.4,2.23,2.24%,"34,260,000",,-,
2008-08-18,^NASI,NSE All-Share Index,74.68,122.14,100.16,100.16,100.16,99.63,0.53,0.53%,"15,090,000",,-,
2008-08-19,^NASI,NSE All-Share Index,74.68,122.14,100.73,100.73,100.73,100.16,0.57,0.57%,"21,280,000",,-,
2008-08-20,^NASI,NSE All-Share Index,74.68,122.14,100.57,100.57,100.57,100.73,-0.16,0.16%,"15,970,000",,-,
2008-08-21,^NASI,NSE All-Share Index,74.68,122.14,100.35,100.35,100.35,100.57,-0.22,0.22%,"20,940,000",,-,
2008-08-22,^NASI,NSE All-Share Index,74.68,122.14,99.91,99.91,99.91,100.35,-0.44,0.44%,"10,170,000",,-,
2008-08-25,^NASI,NSE All-Share Index,74.68,122.14,99.62,99.62,99.62,99.91,-0.29,0.29%,"19,210,000",,-,
2008-08-26,^NASI,NSE All-Share Index,74.68,122.14,99.08,99.08,99.08,99.62,-0.54,0.55%,"24,030,000",,-,
2008-08-27,^NASI,NSE All-Share Index,74.68,122.14,98.41,98.41,98.41,99.08,-0.67,0.68%,"22,140,000",,-,
2008-08-28,^NASI,NSE All-Share Index,74.68,122.14,97.41,97.41,97.41,98.41,-1,1.03%,"26,840,000",,-,
2008-08-29,^NASI,NSE All-Share Index,74.68,122.14,97.55,97.55,97.55,97.41,0.14,0.14%,"50,630,000",,-,
2008-09-04,^NASI,NSE All-Share Index,74.68,122.14,98.2,98.2,98.2,98.51,-0.31,0.32%,"6,730,000",,-,
2008-09-05,^NASI,NSE All-Share Index,74.37,122.14,108.01,108.01,108.01,109.31,-1.3,1.20%,"11,210,000",,-,
2008-09-06,^NASI,NSE All-Share Index,74.68,122.14,116.24,116.24,116.24,115.2,1.04,0.89%,"426,810,000",,-,
2008-09-07,^NASI,NSE All-Share Index,74.68,122.14,108.27,108.27,108.27,108.35,-0.08,0.07%,"53,010,000",,-,
2008-09-09,^NASI,NSE All-Share Index,74.68,122.14,93.75,93.75,93.75,94.81,-1.06,1.13%,"15,240,000",,-,
2008-09-10,^NASI,NSE All-Share Index,74.68,122.14,79.49,79.49,79.49,82.18,-2.69,3.38%,"76,840,000",,-,
2008-09-12,^NASI,NSE All-Share Index,74.68,122.14,67.97,67.97,67.97,67.41,0.56,0.82%,"8,530,000",,-,
2008-09-15,^NASI,NSE All-Share Index,74.68,122.14,88.47,88.47,88.47,90.3,-1.83,2.07%,"7,870,000",,-,
2008-09-16,^NASI,NSE All-Share Index,74.68,122.14,85.51,85.51,85.51,88.47,-2.96,3.46%,"52,040,000",,-,
2008-09-17,^NASI,NSE All-Share Index,74.68,122.14,84.76,84.76,84.76,85.51,-0.75,0.88%,"11,620,000",,-,
2008-09-18,^NASI,NSE All-Share Index,74.68,122.14,85.99,85.99,85.99,84.76,1.23,1.43%,"45,290,000",,-,
2008-09-19,^NASI,NSE All-Share Index,74.68,122.14,88.52,88.52,88.52,85.99,2.53,2.86%,"40,310,000",,-,
2008-09-22,^NASI,NSE All-Share Index,74.68,122.14,90.55,90.55,90.55,88.52,2.03,2.24%,"25,490,000",,-,
2008-09-23,^NASI,NSE All-Share Index,74.68,122.14,91.03,91.03,91.03,90.55,0.48,0.53%,"29,120,000",,-,
2008-09-24,^NASI,NSE All-Share Index,74.68,122.14,90.42,90.42,90.42,91.03,-0.61,0.67%,"25,640,000",,-,
2008-09-25,^NASI,NSE All-Share Index,74.68,122.14,90.04,90.04,90.04,90.42,-0.38,0.42%,"36,770,000",,-,
2008-09-26,^NASI,NSE All-Share Index,74.68,122.14,89.5,89.5,89.5,90.04,-0.54,0.60%,"17,660,000",,-,
2008-09-29,^NASI,NSE All-Share Index,74.68,122.14,89.42,89.42,89.42,89.5,-0.08,0.09%,"10,000,000",,-,
2008-09-30,^NASI,NSE All-Share Index,73.71,121.58,87.75,87.75,87.75,89.42,-1.67,1.90%,"12,360,000",,-,
2008-10-03,^NASI,NSE All-Share Index,74.68,122.14,101.75,101.75,101.75,102.19,-0.44,0.43%,"9,380,000",,-,
2008-10-04,^NASI,NSE All-Share Index,74.68,122.14,98.42,98.42,98.42,98.2,0.22,0.22%,"4,500,000",,-,
2008-10-06,^NASI,NSE All-Share Index,74.68,122.14,111.86,111.86,111.86,116.24,-4.38,3.92%,"136,040,000",,-,
2008-10-07,^NASI,NSE All-Share Index,74.68,122.14,109,109,109,108.27,0.73,0.67%,"69,780,000",,-,
2008-10-09,^NASI,NSE All-Share Index,74.68,122.14,92.22,92.22,92.22,93.75,-1.53,1.66%,"24,570,000",,-,
2008-10-11,^NASI,NSE All-Share Index,73.71,121.58,80.33,80.33,80.33,80.23,0.1,0.12%,"12,940,000",,-,
2008-10-12,^NASI,NSE All-Share Index,74.68,122.14,68.52,68.52,68.52,67.97,0.55,0.80%,"7,910,000",,-,
2008-10-13,^NASI,NSE All-Share Index,73.71,121.58,78.92,78.92,78.92,79.49,-0.57,0.72%,"20,410,000",,-,
2008-10-14,^NASI,NSE All-Share Index,74.68,122.14,78.12,78.12,78.12,78.92,-0.8,1.02%,"23,980,000",,-,
2008-10-15,^NASI,NSE All-Share Index,74.68,122.14,77.98,77.98,77.98,78.12,-0.14,0.18%,"20,200,000",,-,
2008-10-16,^NASI,NSE All-Share Index,74.68,122.14,77.61,77.61,77.61,77.98,-0.37,0.48%,"15,030,000",,-,
2008-10-17,^NASI,NSE All-Share Index,74.68,122.14,76.1,76.1,76.1,77.61,-1.51,1.98%,"10,110,000",,-,
2008-10-21,^NASI,NSE All-Share Index,74.68,122.14,74.09,74.09,74.09,76.1,-2.01,2.71%,"12,280,000",,-,
2008-10-22,^NASI,NSE All-Share Index,74.68,122.14,72.54,72.54,72.54,74.09,-1.55,2.14%,"8,900,000",,-,
2008-10-23,^NASI,NSE All-Share Index,74.68,122.14,71.01,71.01,71.01,72.54,-1.53,2.15%,"12,280,000",,-,
2008-10-24,^NASI,NSE All-Share Index,74.37,122.14,68.55,68.55,68.55,71.01,-2.46,3.59%,"10,930,000",,-,
2008-10-27,^NASI,NSE All-Share Index,73.71,121.58,66.81,66.81,66.81,68.55,-1.74,2.60%,"13,080,000",,-,
2008-10-28,^NASI,NSE All-Share Index,74.68,122.14,64.07,64.07,64.07,66.81,-2.74,4.28%,"11,320,000",,-,
2008-10-29,^NASI,NSE All-Share Index,74.68,122.14,62.36,62.36,62.36,64.07,-1.71,2.74%,"12,400,000",,-,
2008-10-30,^NASI,NSE All-Share Index,74.68,122.14,63.96,63.96,63.96,62.36,1.6,2.50%,"15,350,000",,-,
2008-10-31,^NASI,NSE All-Share Index,73.71,121.58,68.84,68.84,68.84,63.96,4.88,7.09%,"26,980,000",,-,
2008-11-03,^NASI,NSE All-Share Index,74.68,122.14,100.73,100.73,100.73,101.75,-1.02,1.01%,"9,880,000",,-,
2008-11-04,^NASI,NSE All-Share Index,74.68,122.14,98.56,98.56,98.56,98.42,0.14,0.14%,"4,700,000",,-,
2008-11-06,^NASI,NSE All-Share Index,74.68,122.14,111.77,111.77,111.77,111.86,-0.09,0.08%,"192,690,000",,-,
2008-11-07,^NASI,NSE All-Share Index,74.68,122.14,109.46,109.46,109.46,109,0.46,0.42%,"32,470,000",,-,
2008-11-08,^NASI,NSE All-Share Index,74.68,122.14,98.02,98.02,98.02,98.51,-0.49,0.50%,"16,660,000",,-,
2008-11-09,^NASI,NSE All-Share Index,74.68,122.14,91.36,91.36,91.36,92.22,-0.86,0.94%,"16,670,000",,-,
2008-11-11,^NASI,NSE All-Share Index,74.68,122.14,80.26,80.26,80.26,80.33,-0.07,0.09%,"28,110,000",,-,
2008-11-12,^NASI,NSE All-Share Index,74.68,122.14,69.36,69.36,69.36,68.52,0.84,1.21%,"4,760,000",,-,
2008-11-13,^NASI,NSE All-Share Index,74.68,122.14,77.11,77.11,77.11,77.36,-0.25,0.32%,"7,490,000",,-,
2008-11-14,^NASI,NSE All-Share Index,74.68,122.14,76.79,76.79,76.79,77.11,-0.32,0.42%,"17,660,000",,-,
2008-11-17,^NASI,NSE All-Share Index,74.68,122.14,76.71,76.71,76.71,76.79,-0.08,0.10%,"8,920,000",,-,
2008-11-18,^NASI,NSE All-Share Index,74.68,122.14,76.52,76.52,76.52,76.71,-0.19,0.25%,"15,280,000",,-,
2008-11-19,^NASI,NSE All-Share Index,74.68,122.14,75.35,75.35,75.35,76.52,-1.17,1.55%,"10,400,000",,-,
2008-11-20,^NASI,NSE All-Share Index,73.71,121.58,74.97,74.97,74.97,75.35,-0.38,0.51%,"12,410,000",,-,
2008-11-21,^NASI,NSE All-Share Index,74.68,122.14,74.84,74.84,74.84,74.97,-0.13,0.17%,"20,450,000",,-,
2008-11-24,^NASI,NSE All-Share Index,74.68,122.14,73.97,73.97,73.97,74.84,-0.87,1.18%,"10,860,000",,-,
2008-11-25,^NASI,NSE All-Share Index,74.68,122.14,73.21,73.21,73.21,73.97,-0.76,1.04%,"9,380,000",,-,
2008-11-26,^NASI,NSE All-Share Index,74.68,122.14,72.93,72.93,72.93,73.21,-0.28,0.38%,"8,080,000",,-,
2008-11-27,^NASI,NSE All-Share Index,74.68,122.14,72.35,72.35,72.35,72.93,-0.58,0.80%,"3,210,000",,-,
2008-11-28,^NASI,NSE All-Share Index,74.68,122.14,71.28,71.28,71.28,72.35,-1.07,1.50%,"9,780,000",,-,
2008-12-03,^NASI,NSE All-Share Index,74.68,122.14,99.22,99.22,99.22,100.73,-1.51,1.52%,"6,740,000",,-,
2008-12-05,^NASI,NSE All-Share Index,74.68,122.14,107.85,107.85,107.85,108.01,-0.16,0.15%,"9,550,000",,-,
2008-12-06,^NASI,NSE All-Share Index,74.68,122.14,110.84,110.84,110.84,111.77,-0.93,0.84%,"137,520,000",,-,
2008-12-08,^NASI,NSE All-Share Index,74.68,122.14,96.19,96.19,96.19,98.02,-1.83,1.90%,"20,270,000",,-,
2008-12-09,^NASI,NSE All-Share Index,74.68,122.14,90.3,90.3,90.3,91.36,-1.06,1.17%,"29,050,000",,-,
2008-12-11,^NASI,NSE All-Share Index,74.68,122.14,77.36,77.36,77.36,80.26,-2.9,3.75%,"18,600,000",,-,
2008-12-15,^NASI,NSE All-Share Index,74.37,122.14,70.07,70.07,70.07,69.36,0.71,1.01%,"4,500,000",,-,
2008-12-16,^NASI,NSE All-Share Index,74.68,122.14,70.52,70.52,70.52,70.07,0.45,0.64%,"8,080,000",,-,
2008-12-17,^NASI,NSE All-Share Index,74.68,122.14,70.59,70.59,70.59,70.52,0.07,0.10%,"5,790,000",,-,
2008-12-18,^NASI,NSE All-Share Index,74.68,122.14,71.19,71.19,71.19,70.59,0.6,0.84%,"8,300,000",,-,
2008-12-19,^NASI,NSE All-Share Index,74.68,122.14,71.35,71.35,71.35,71.19,0.16,0.22%,"14,540,000",,-,
2008-12-22,^NASI,NSE All-Share Index,74.1,121.58,71.19,71.19,71.19,71.35,-0.16,0.22%,"5,640,000",,-,
2008-12-23,^NASI,NSE All-Share Index,74.68,122.14,71.56,71.56,71.56,71.19,0.37,0.52%,"6,460,000",,-,
2008-12-24,^NASI,NSE All-Share Index,74.68,122.14,71.79,71.79,71.79,71.56,0.23,0.32%,"6,360,000",,-,
